player_name,player_id
"Kitayama, Kurt",21891
"Stevens, Sam",25569
"Coody, Pierceson",28309
"Knapp, Jake",19396
"Wallace, Matt",20706
"Lipsky, David",15980
"Noren, Alex",10419
"Mouw, William",29770
"Kanaya, Takumi",19729
"Goodwin, Noah",24837
"Gotterup, Chris",27774
"Clark, Wyndham",23604
"Montgomery, Taylor",25442
"Meissner, Mac",28159
"Svensson, Adam",13997
"Olesen, Thorbjorn",13412
"Moore, Taylor",21944
"Svensson, Jesper",26850
"Kirk, Chris",12423
"Grillo, Emiliano",12808
"Valdes, Brendan",31188
"Bezuidenhout, Christiaan",18103
"Woodland, Gary",12577
"Kohles, Ben",16395
"Rosenmueller, Thomas",22736
"Higgs, Harry",14140
"Bhatia, Akshay",26096
"Hardy, Nick",19865
"Young, Carson",23656
"Kim, Tom",24766
"Roy, Kevin",18424
"Ramey, Chad",19840
"Lashley, Nate",10943
"Champ, Cameron",23542
"Power, Seamus",10104
"Kisner, Kevin",11328
"Fowler, Rickie",12965
"Perez, Victor",20730
"Higgo, Garrick",24342
"Eckroat, Austin",26653
"Dahmen, Joel",14509
"Homa, Max",17538
"Sigg, Greyson",23482
"Vegas, Jhonattan",13508
"La Sasso, Michael",33755
"Bramlett, Joseph",14698
"Fishburn, Patrick",25094
"Hadwin, Adam",13965
"Blair, Zac",17639
"Pavon, Matthieu",19960
"Smalley, Alex",18474
"Merritt, Troy",13367
"Salinda, Isaiah",27183
"Villegas, Camilo",9171
"Hughes, Mackenzie",15556
"Scott, Adam",6430
"Whaley, Vince",25908
"Skinns, David",10873
"Garnett, Brice",11451
"Hoey, Rico",23504
"Cone, Trevor",21880
"Silverman, Ben",17381
"Del Solar, Cristobal",17422
"Schmid, Matti",20722
"Clanton, Luke",32330
"Hubbard, Mark",16333
"Burns, Sam",19483
"Norgaard, Niklas",15676
"Pendrith, Taylor",17780
"Ryder, Sam",16715
"McCarty, Matt",28635
"Rozner, Antoine",18770
"Norlander, Henrik",11657
"Fisk, Steven",26657
"Ford, David",31343
"Dickson, Taylor",27420
"Pak, John",27820
"Castillo, Ricky",27819
"Stout, Preston",32089
"Ventura, Kris",15651
"Hodges, Lee",25157
"Martin, Ben",14007
"Snedeker, Brandt",8820
"Putnam, Andrew",14704
"Peterson, Paul",16341
"Valimaki, Sami",23816
"Rodgers, Patrick",16283
"Riley, Davis",19872
"Ghim, Doug",24550
"Yu, Kevin",17881
"Cao, Yi",15067
"Li, Haotong",15310
"Johnson, Zach",6986
"Reavie, Chez",7961
"Simpson, Webb",11049
"Herendeen, Max",34075
"Greyserman, Max",23465
"Thornberry, Braden",23502
"Mitchell, Keith",17365
"Radcliff, Josh",24496
"Paul, Jeremy",22087
"Springer, Hayden",21995
"Cummins, Quade",27996
"Kizzire, Patton",13470
"List, Luke",7960
"Kim, Chan",15004
"An, Byeong Hun",14459
"Bridgeman, Jacob",29433
"Velo, Kevin",27762
"Highsmith, Joe",28469
"Cole, Eric",21756
"McGreevy, Max",23505
"Palmer, Ryan",7820
"Suber, Jackson",29279
"Andersen, Mason",23540
"Thompson, Davis",27364
"Theegala, Sahith",23014
"Kim, Si Woo",14609
"Willett, Danny",12920
"Riedel, Matthew",30892
"Griffin, Lanto",15330
"Vilips, Karl",24304
"Walker, Danny",25003
"Hisatsune, Ryo",22760
"Herron, Carson",32819
"Im, Sungjae",17488
"McNealy, Maverick",18634
"Malnati, Peter",14926
"Buckley, Hayden",25363
"Lawrence, Thriston",18105
"Gordon, Will",26660
"Onishi, Kaito",25263
"Mullinax, Trey",18761
"Lower, Justin",17723
"Davis, Cam",17786
"Campos, Rafael",12909
"van Rooyen, Erik",17550
"Sargent, Gordon",30814
"Stallings Jr., Stephen",25335
"Dunlap, Nick",28270
"Brehm, Ryan",10423
"Phillips, Chandler",27164
"Hadley, Chesson",14967
"Hossler, Beau",15470
"Thorbjornsen, Michael",26649
"Endycott, Harrison",19208
"Feuerstein, Michael",24502
"Schenk, Adam",19477
"Finau, Tony",11676
"Baddeley, Aaron",6252
"Matthews, Brandon",22981
"Campbell, Thomas",18359
"Chandler, Will",31212
"Hoge, Tom",15575
"Capan III, Frankie",21412
"Wu, Dylan",25002
